density of cars,density of busses,flow rate
0.5130170796028132,0.23240508010329292,0.2274159999999998
0.9980342273242678,0.0005035250257629024,0.12794400000000014
0.3692839592847269,0.3041601742234275,0.2674199999999998
0.49427001267961324,0.023133856895714806,0.34767600000000015
0.22592090120090025,0.283217838421256,0.40290000000000065
0.6491553294834193,0.09003505699889265,0.2476319999999998
0.3760721784070796,0.17653944621555256,0.3395759999999992
0.2857231225694672,0.027261734734292695,0.4867640000000004
0.325389394341863,0.32255987919009255,0.2990999999999994
0.3871894568434703,0.2538341091509868,0.27108799999999983
0.7962469176606398,0.08782561846952011,0.15607600000000005
0.19020715759836304,0.08104228257996071,0.5352039999999999
0.4668358258889469,0.14812779940760884,0.3084639999999995
0.9999558017697573,2.0632251730688698e-05,0.13775200000000004
0.05392759810256453,0.19649743320818797,0.5614440000000005
0.512783764946457,0.17255107226600785,0.27711999999999976
0.659796629831011,0.034687391977912915,0.2685640000000002
0.1496440895230544,0.03098911120583746,0.5754400000000011
0.9673405235994296,0.01599206271562652,0.13883600000000015
0.9721434413014124,0.002896406714389258,0.14161600000000005
0.8263726792886731,0.0804136561182757,0.169732
0.49698389161189127,0.2186579541245272,0.24498000000000003
0.07133842165776871,0.1404280786283706,0.6142839999999998
0.04545071307987003,0.37766458313841306,0.4733319999999998
0.8114693302869269,0.005734563675245871,0.21082400000000018
0.5407921282797398,0.13228038881100068,0.2685919999999997
0.8561652248502813,0.025086796475673762,0.1836000000000001
0.5236311748534445,0.12723497425292488,0.2774679999999998
0.8388539610890693,0.030178896947172622,0.17180400000000015
0.2952003356272914,0.1956571717185727,0.4030079999999999
0.7638211968207467,0.05059927000110852,0.20944400000000002
0.833440357001863,0.08077196685974045,0.156596
0.9056235121898402,0.022915997000268192,0.17247200000000013
0.5986471199317478,0.06880786738075903,0.2739039999999999
0.7834352513989054,0.08092611246690301,0.19084
0.911953079670071,0.020998190106851573,0.15398000000000012
0.13747732541438407,0.10889071166003243,0.5551160000000006
0.6052494270486135,0.10162448801706024,0.2724759999999999
0.9414716232799228,0.01702913710534726,0.15234000000000006
0.7530490635359808,0.11342457001383416,0.17969600000000005
0.6215931005902441,0.17116678433804275,0.20215199999999992
0.9683635268559305,0.011880727650358278,0.1395480000000002
0.22738906647789903,0.023709451123404165,0.5458880000000007
0.851370370351607,0.0085326727882563,0.19897600000000015
0.5271000854020855,0.11107125836735952,0.2871879999999999
0.659987447767196,0.14556643401451738,0.19291600000000006
0.4723494522442073,0.16007051535635064,0.3015159999999998
0.05642727016998006,0.2307946368303739,0.5571440000000005
0.15835965788458395,0.329991430145368,0.42480400000000085
0.8506663080828442,0.00997763055402279,0.1868000000000001
0.806225921931342,0.09316869304844327,0.14967600000000023
0.8935370090434018,0.04652408531068085,0.13224000000000002
0.2820020382036501,0.1045899308817671,0.444696
0.2914152278101877,0.18089346436693288,0.40248400000000006
0.9510315214831562,0.01711160213856121,0.13912
0.16134202765779082,0.16830806922115496,0.502256000000001
0.47324817180519807,0.13026649553640537,0.32433599999999974
0.5372472535755753,0.04532194623394604,0.32651199999999947
0.4700783246684631,0.07372448427155905,0.34487599999999946
0.5339620351266683,0.002588903947336259,0.3265359999999995
0.708235445876884,0.012427305322351166,0.2572760000000004
0.2232500460847182,0.27964843080784346,0.4051520000000003
0.15419419389159905,0.30010672022381313,0.4682600000000008
0.08096421573989532,0.1280980040478032,0.616240000000001
0.0988406814257875,0.35366581582279955,0.46647200000000083
0.681266238577386,0.02483785449211665,0.2486919999999998
0.17252804792104903,0.13262694985701506,0.5228480000000012
0.40518016693724845,0.04533389005158299,0.3979559999999999
0.29728692016608427,0.2438602422935095,0.36906800000000034
0.409306478629053,0.03197703161146793,0.39903199999999994
0.7105296352784616,0.11366678202290481,0.1953080000000001
0.8651785485772029,0.05825688828649288,0.142612
0.3370612734886397,0.215740268576903,0.35250799999999954
0.22940123752025443,0.01241395972566089,0.5377200000000001
0.6869536579041059,0.14405496836594153,0.20215199999999986
0.960657783840173,0.004875012867838213,0.143724
0.612812149874124,0.12274825958661191,0.23299199999999978
0.7004785347379827,0.04889884118173797,0.2562520000000001
0.3110126067954915,0.31859814312401685,0.30040000000000033
0.9143406666811008,0.018225205251685042,0.1583800000000001
0.5631466120687242,0.12401258463108054,0.256664
0.46128069803809735,0.14069261008141878,0.31285599999999947
0.3073161089730031,0.0301804235050508,0.4928080000000004
0.36559222839738204,0.1040355441185119,0.40227999999999986
0.8192507074011581,0.06753641837879032,0.16934800000000008
0.6666829524297821,0.08173285217433823,0.23835199999999998
0.2905125389387637,0.1535215319278092,0.41641999999999885
0.41550433025895506,0.19322295454827776,0.3160079999999997
0.7249034382187176,0.11108599329594857,0.19315199999999982
0.727326196148851,0.1181595768209315,0.19371999999999995
0.7643547529778519,0.004603554352671725,0.22681600000000027
0.6798426389268788,0.1372682307872116,0.201044
0.5837604917836333,0.10251948704394562,0.26709200000000016
0.24417548514029452,0.2564644954424363,0.4069280000000006
0.14622944760599976,0.1613444838607279,0.5425080000000007
0.6660831362460449,0.13436711689738928,0.20409600000000003
0.6008456809338121,0.1583607221661267,0.2309959999999999
0.42447319802535644,0.24224602257539357,0.26799600000000023
0.11363801857479927,0.3129875609216862,0.478348000000001
0.8488974145696949,0.0009051749809937123,0.1981080000000002
0.807400593308247,0.023899964761230668,0.20062800000000008
0.16050757788118852,0.25269224451707173,0.48853200000000085
0.35159791391776973,0.2987759712744311,0.2990919999999999
0.9536197181329686,0.016354200519565237,0.14976400000000012
0.4293833300316716,0.0950218189482504,0.35223999999999955
0.21349555654504637,0.07295163417686819,0.5166880000000006
0.6035308528745863,0.1197378227030267,0.23682400000000012
0.8253192641842972,0.03734289315502697,0.18500800000000014
0.1592538281659811,0.0789507639150745,0.5525880000000005
0.7829397410217398,0.01765932728913682,0.2095680000000001
0.15973639403552975,0.3124199073054073,0.4554520000000002
0.11118065800813526,0.10556179368420261,0.5475200000000006
0.8898729535501676,0.011659415568705566,0.17002
0.2236807994235187,0.3011905962693443,0.3638440000000003
0.7485346752279666,0.04613651803357075,0.21872400000000006
0.9978220077768886,0.0006784290120197655,0.12344000000000005
0.22372144384839499,0.05328805977730638,0.5267560000000009
0.17432916333357373,0.016733047898290384,0.5453359999999999
0.5962814746340901,0.07279376268499069,0.2658280000000002
0.11569917745480063,0.14076644567323676,0.5627440000000009
0.17772949568471008,0.15332086485555685,0.5008200000000002
0.7913492215373458,0.04445522722182892,0.2091720000000002
0.8647098322275809,0.05178977152946577,0.15314800000000012
0.6124557210984996,0.09271881946862934,0.24334400000000012
0.14246337537616172,0.35638704888678185,0.4283919999999998
0.8719927287395884,0.045589613419848074,0.1651119999999999
0.4749612940745245,0.03407914386528588,0.3526039999999995
0.8886756340142175,0.002235299138662668,0.1738960000000003
0.5887735917801362,0.014968925388044096,0.3086959999999999
0.8940598817799389,0.02227893545139915,0.1656280000000002
0.8886166444162211,0.052129429861980714,0.14500000000000002
0.2741874276084282,0.2981420009503794,0.3580800000000002
0.2590407163846633,0.020139541653494596,0.5317920000000003
0.019747822557561356,0.3722391649982425,0.5065160000000002
0.39055034848242376,0.22110368774904013,0.2870200000000001
0.07487924261657475,0.43551601147952235,0.41641199999999984
0.820204417724797,0.010842967162733783,0.20767600000000017
0.7276615673387901,0.05345302225610985,0.24121999999999996
0.5728303298091817,0.18532929005432072,0.21534799999999998
0.8466491707361636,0.051537656351133866,0.1706720000000001
0.41194240124501436,0.13321785490114896,0.34786399999999934
0.7571417896908106,0.10437833532557966,0.1831480000000001
0.10017581930596486,0.32136371635509353,0.4561920000000005
0.8018957903163867,0.09213488442215885,0.15504000000000007
0.3658077249435199,0.08990816826358693,0.38823199999999947
0.5549259318439957,0.0159273571670061,0.3174560000000001
0.9606621127644424,0.002551199863030575,0.1491800000000001
0.2920752984302484,0.055691639775414824,0.4639159999999997
0.41158518212507844,0.09468166023737935,0.3600559999999991
0.7940436228585918,0.02599550062539754,0.20416
0.9687241015479963,0.001132889414832054,0.1478919999999999
0.9690836659044411,0.006468097631485993,0.1495560000000002
0.7739980658760234,0.10511882424116833,0.1899480000000001
0.106812063015152,0.1931367481205555,0.5194840000000001
0.9002999410288978,0.018879421172744704,0.16992800000000008
0.798691534593172,0.06681696488658796,0.17420000000000002
0.517503968242366,0.033263401705824314,0.33053599999999994
0.8046987580972854,4.1376717140188786e-06,0.2126120000000002
0.957537711548598,0.0010526648856750852,0.1450480000000001
0.2016169477820885,0.30164541381620447,0.4226240000000001
0.803503842623663,0.09370486494015429,0.16139200000000015
0.6864800323483573,0.14485450385608672,0.1839359999999997
0.998386139502765,0.0001791797063200799,0.13044799999999998
0.31359417415565083,0.1508942883269198,0.40094799999999914
0.5814112136439619,0.18850525548733804,0.2250159999999998
0.6032084436832518,0.10181776363376527,0.24842000000000014
0.7483545423948065,0.0840167894304748,0.19792
0.94284153986709,0.027766598605421685,0.14510799999999996
0.843685969079462,0.07272282227432404,0.15709599999999996
0.0952856925129888,0.09018717990365721,0.5904040000000008
0.9980947450059007,0.0008221944005961519,0.12817200000000012
0.9475687708274028,0.009045327743732588,0.14025599999999988
0.436590501464737,0.124516567955276,0.34771199999999963
0.21905772069635043,0.2532455594496772,0.407448
0.4575119772453884,0.02292517413339879,0.36976399999999976
0.7478461210849447,0.023293350516091462,0.2244880000000002
0.5830705452145201,0.12270047358468084,0.27531599999999995
0.7398646472274651,0.07342694487711753,0.2088360000000001
0.3052947723851689,0.11957150359860683,0.39855999999999897
0.2588952011692939,0.335388826579042,0.3202320000000002
0.7330759360215447,0.09505818788417636,0.1921880000000001
0.5140342097731592,0.1961758032754367,0.2742359999999998
0.5356706420767555,0.2104725496892005,0.23099599999999984
0.9076725323051867,0.033565153944063814,0.15100400000000008
0.04286143426661737,0.20642890938360087,0.548228
0.9963492970743971,0.0018066383526853416,0.134548
0.6676263863104075,0.07432766226814802,0.25781200000000004
0.6496517986041469,0.07013567899438694,0.2633679999999998
0.24859364405454165,0.2901078449080239,0.3628800000000001
0.7949625708422763,0.07637801024579256,0.1838480000000002
0.1741498490905834,0.3887876972770113,0.35282400000000025
0.7449228038847858,0.051971553232440154,0.20812800000000037
0.7532020355986445,0.013818021552892468,0.23683600000000019
0.6997968388862248,0.07937784442375176,0.2210640000000001
0.3393854535056704,0.28310003748367896,0.3209240000000007
0.9214814912354448,0.025514797455520308,0.15829600000000008
0.48228845389202957,0.19156163418240696,0.27765999999999985
0.12821934728245943,0.30293309721872597,0.45854400000000095
0.6912679805346466,0.10763044175035386,0.23347599999999982
0.0035937570674724473,0.024356259014792696,0.48767600000000083
0.5943992923386566,0.13447728666080677,0.24411199999999988
0.7478488475060838,0.10267660869474235,0.19136000000000014
0.16555451167344715,0.17754900434739965,0.5165000000000008
0.3156119458739116,0.2226418088059418,0.35537200000000024
0.7936501224744911,0.003545315898395913,0.2152960000000003
0.30470946220665773,0.03162640602176959,0.4588680000000004
0.11768616791013198,0.39596297724389656,0.42476
0.27915892911544027,0.12751906001216637,0.43677199999999944
0.011400154482292146,0.15941260618851955,0.6284160000000002
0.7736241286115672,0.044167156395078,0.2122320000000001
0.6059388095224997,0.17972998262299877,0.2324600000000003
0.9631093737860694,0.015769090759739653,0.1414680000000001
0.9624541843000642,0.00010511312172744554,0.15094000000000016
0.6081668704091697,0.03785759606201262,0.28391599999999984
0.2565721471711533,0.26111444605450257,0.40536400000000067
0.7019354980079704,0.05788075439645313,0.24708400000000008
0.5091270943144282,0.10736734678094391,0.3133039999999996
0.4458701743885496,0.22169237452914609,0.302324
0.428573318420183,0.24678319011350713,0.2718000000000003
0.7961064855346817,0.06397750321616227,0.20016000000000006
0.47034891866678064,0.21978013578605446,0.2536240000000002
0.07233035883885763,0.12551091286235594,0.588868
0.19345573386763693,0.04147048067800646,0.5711959999999987
0.7957237541764858,0.0614433002093619,0.18278000000000028
0.5664961874689904,0.06953827386307006,0.29773199999999944
0.20997941885381743,0.24784979329297854,0.44509200000000054
0.6989608024435805,0.0025806731741629414,0.268556
0.9655205588277352,0.014162404876120879,0.12753199999999995
0.13670784192860352,0.4223858446899402,0.38589599999999963
0.09305227366317415,0.10101299099955488,0.5859560000000005
0.8904244897699232,0.043718463091851435,0.14783599999999994
0.46857118842569034,0.1966171468932674,0.2786719999999999
0.639717480870522,0.023757551401436313,0.2835920000000004
0.16693974088631736,0.3424869649930116,0.36394800000000055
0.6583648626912391,0.16968525213706537,0.17841600000000002
0.2757559980355474,0.008119717625637986,0.5078800000000007
0.01577168690824904,0.25984934944481347,0.5888480000000004
